lemma_slp1	layer	sense_id	sense_gloss	count_all	sense_rank	lemma_share	n_texts	dispersion_dp	largest_text_share	count_adj	sense_rank_adj	count_bal_uniform	sense_rank_bal	count_nonsastra	sense_rank_nonsastra	top_genre	top_genre_share	periods	provenance	confidence
ADi	wn	31310	deposit — a payment given as a guarantee that an obligation will be met	2	2	0.2222	2	0.982	0.5	0.04	2	1.12	3	0	2	dharmasastra	1.0		attested	
ADi	wn	31310,58139,57866	ādhi — a receptacle	2	2	0.2222	1	0.9824	1.0	0.04	3	1.12	3	0	2	dharmasastra	1.0		attested	
ADi	wn	35042,35189	ādhi — thought	1	4	0.1111	1	0.9968	1.0	0.0	5	4.5	1	1	1	katha	1.0		attested	
ADi	wn	57866	rent — a regular payment by a tenant to a landlord for use of some property	1	4	0.1111	1	0.9824	1.0	0.02	4	0.56	5	0	2	dharmasastra	1.0		attested	
ADiBOtika	wn	128662	ādhibhautika — [medic.] (disease) caused by injuries; = āgantu	2	1	1.0	1	0.9186	1.0	0.16	1	2.0	1	0	1	ayurveda	1.0		attested	
ADidEvika	mw	ADidEvika#2	proceeding from the influence of the atmosphere or planets, proceeding from divine or supernatural a	3	1	1.0	2	0.901	0.6667	0.3	1	3.0	1	0	1	ayurveda	0.6667		attested	
ADidEvika	wn	128667	ādhidaivika — [medic.] (a disease) proceeding from divine or supernatural agencies	2	1	0.6667	1	0.9186	1.0	0.16	1	1.5	1	0	1	ayurveda	1.0		attested	
ADidEvika	wn	73240	divine — being or having the nature of a god; 'the custom of killing the divine king upon any seriou	1	2	0.3333	1	0.9824	1.0	0.02	2	1.5	1	0	1	dharmasastra	1.0		attested	
ADikya	mw	ADikya#3	superiority, R. ; Mn. ; Suśr. Comm. on Pāṇ. &c.	22	1	1.0	11	0.8036	0.2273	4.32	1	22.0	1	0	1	rasasastra	0.8636		attested	
ADikya	semdom	attribute	attribute	26	1	0.8667	12	0.7914	0.1923	5.42	1	25.8	1	0	1	rasasastra	0.8077		attested	
ADikya	semdom	state	state	4	2	0.1333	4	0.8862	0.25	0.46	2	4.2	2	0	1	rasasastra	0.5		attested	
ADikya	wn	23543	superiority — the quality of being superior	22	1	0.7333	11	0.8036	0.2273	4.32	1	21.59	1	0	1	rasasastra	0.8636		attested	
ADikya	wn	25240	muchness — (archaic) greatness of quantity or measure or extent	4	2	0.1333	3	0.937	0.5	0.25	3	4.2	2	0	1	rasasastra	0.5		attested	
ADikya	wn	62792	predominance — the state of being predominant over others	4	2	0.1333	4	0.8862	0.25	0.46	2	4.2	2	0	1	rasasastra	0.5		attested	
ADipatya	mw	ADipatya#1	A/Dipatya n. [ Pāṇ. v, 1, 124 ] ( fr. aDi-pati ), supremacy, sovereignty, power, RV. x, 124, 5 ; AV.	1	1	1.0	1	0.9997	1.0	0.0	1	1.0	1	1	1	veda	1.0		attested	
ADipatya	semdom	state	state	2	1	0.6667	2	0.8561	0.5	0.29	1	2.25	1	2	1	veda	0.5		attested	
ADipatya	semdom	attribute	attribute	1	2	0.3333	1	0.9997	1.0	0.0	2	0.75	2	1	2	veda	1.0		attested	
ADipatya	wn	62797	reign — royal authority; the dominion of a monarch	2	1	0.6667	2	0.8561	0.5	0.29	1	2.25	1	2	1	veda	0.5		attested	
ADipatya	wn	25653	command — the power or authority to command: 'an admiral in command'	1	2	0.3333	1	0.9997	1.0	0.0	2	0.75	2	1	2	veda	1.0		attested	
ADiraTi	mw	ADiraTi#1	ADiraTi m. ( Pāṇ. iv, 1, 95 ) ‘son of Adhi ratha ’, N. of Karṇa , MBh.	6	1	1.0	2	0.897	0.6667	0.62	1	6.0	1	6	1	epic	0.6667		attested	
ADiraTi	wn	127332	Karṇa — name of a king of Aṅga; one of the main actors of MBh	6	1	1.0	2	0.897	0.6667	0.62	1	6.0	1	6	1	epic	0.6667		attested	
ADmAna	mw	ADmAna#4	intumescence, swelling of the body	30	1	0.9375	10	0.7915	0.3667	6.26	1	30.81	1	0	1	ayurveda	0.8333		attested	
ADmAna	mw	ADmAna#1	A-DmAna n. blowing, inflation, puffing, Suśr.	1	2	0.0312	1	0.9186	1.0	0.08	2	0.59	2	0	1	ayurveda	1.0		attested	
ADmAna	mw	ADmAna#3	a bellows, L.	1	2	0.0312	1	0.9186	1.0	0.08	2	0.59	2	0	1	ayurveda	1.0		attested	
ADmAna	semdom	state	state	25	1	0.6757	10	0.7915	0.28	5.21	1	22.95	1	0	1	ayurveda	0.8		attested	
ADmAna	semdom	process	process	6	2	0.1622	4	0.8526	0.5	0.88	2	9.94	2	0	1	rasasastra	0.8333		attested	
ADmAna	semdom	cognition	cognition	5	3	0.1351	2	0.9027	0.8	0.49	3	3.43	3	0	1	ayurveda	1.0		attested	
ADmAna	semdom	artifact	artifact	1	4	0.027	1	0.9186	1.0	0.08	4	0.69	4	0	1	ayurveda	1.0		attested	
ADmAna	wn	129008	ādhmāna — a kind of disease: swelling of the belly	24	1	0.6486	10	0.7915	0.2917	5.0	1	22.27	1	0	1	ayurveda	0.7917		attested	
ADmAna	wn	58911	heating — the process of becoming warmer; a rising temperature	5	2	0.1351	3	0.9339	0.6	0.33	3	9.25	2	0	1	rasasastra	1.0		attested	
ADmAna	wn	62225	swelling — abnormal protuberance or localized enlargement [medic.]	5	2	0.1351	2	0.9027	0.8	0.49	2	3.43	3	0	1	ayurveda	1.0		attested	
ADmAna	wn	14075	bellows — a mechanical device that blows air onto a fire to make it burn more fiercely	1	4	0.027	1	0.9186	1.0	0.08	4	0.69	4	0	1	ayurveda	1.0		attested	
ADmAna	wn	58943	blowing — processing that involves blowing a gas	1	4	0.027	1	0.9186	1.0	0.08	4	0.69	4	0	1	ayurveda	1.0		attested	
ADmAna	wn	62234	intumescence — swelling up with blood or other fluids (as with congestion)	1	4	0.027	1	0.9841	1.0	0.02	6	0.69	4	0	1	ayurveda	1.0		attested	
ADmApana	mw	ADmApana#2	a method of healing particular wounds ( cf. Salya ), Suśr.	1	1	1.0	1	0.9186	1.0	0.08	1	1.0	1	0	1	ayurveda	1.0		attested	
ADmApana	semdom	act	act	1	1	1.0	1	0.9186	1.0	0.08	1	1.0	1	0	1	ayurveda	1.0		attested	
ADmApana	wn	128723	ādhmāpana — a method of healing wounds or removing śalyas: blowing particles out of the eye	1	1	1.0	1	0.9186	1.0	0.08	1	1.0	1	0	1	ayurveda	1.0		attested	
ADmApay	wn	128812	blow — blow the fire	1	1	0.3333	1	0.9774	1.0	0.02	3	1.5	1	0	1	rasasastra	1.0		attested	
ADmApay	wn	85611	inflate — fill with gas or air; 'inflate a balloons'	1	1	0.3333	1	0.9186	1.0	0.08	1	0.75	2	0	1	ayurveda	1.0		attested	
ADmApay	wn	93904	blow — play or sound a wind instrument; 'She blew the horn'	1	1	0.3333	1	0.9186	1.0	0.08	1	0.75	2	0	1	ayurveda	1.0		attested	
ADra	mw	ADra#1	ADra/ mf( A )n. (according to Sāy. on RV. i, 35, 14 fr. √ DrE [?], according to T. fr. A-√ Df ), poo	3	1	1.0	2	0.9443	0.6667	0.17	1	3.0	1	3	1	veda	1.0		attested	
ADra	wn	76972	weak — lacking physical strength or vigor	3	1	1.0	2	0.9443	0.6667	0.17	1	3.0	1	3	1	veda	1.0		attested	
ADvaryava	mw	ADvaryava#2	A/Dvaryava n. the office of an Adhvaryu priest, RV. x, 52, 2 ; VS. ; ŚBr. &c.	2	1	1.0	2	0.8561	0.5	0.29	1	2.0	1	2	1	veda	0.5		attested	
ADvaryava	semdom	Tops	Tops	2	1	1.0	2	0.8561	0.5	0.29	1	2.0	1	2	1	veda	0.5		attested	
ADvaryava	wn	101956	Ādhvaryava — the office of an Adhvaryu priest	2	1	1.0	2	0.8561	0.5	0.29	1	2.0	1	2	1	veda	0.5		attested	
ADyAna	semdom	feeling	feeling	2	1	1.0	1	0.9711	1.0	0.06	1	2.0	1	0	1	vyakarana	1.0		attested	
ADyAna	wn	35236	pensiveness — persistent morbid meditation on a problem	2	1	1.0	1	0.9711	1.0	0.06	1	2.0	1	0	1	vyakarana	1.0		attested	
ADyAtmika	mw	ADyAtmika#3	proceeding from bodily and mental causes within one's self	2	1	1.0	1	0.9186	1.0	0.16	1	2.0	1	0	1	ayurveda	1.0		attested	
ADyAtmika	wn	128661	ādhyātmika — [medic.] (diseases) proceeding from bodily and mental causes within ones self	2	1	1.0	1	0.9186	1.0	0.16	1	2.0	1	0	1	ayurveda	1.0		attested	
AGAta	mw	AGAta#7	place of execution, BhP. ; Hit.	4	1	1.0	2	0.9406	0.5	0.24	1	4.0	1	0	1	rasasastra	1.0		attested	
AGAta	semdom	act	act	5	1	0.8333	3	0.9284	0.4	0.36	1	4.5	1	0	1	rasasastra	0.8		attested	
AGAta	semdom	state	state	1	2	0.1667	1	0.9186	1.0	0.08	2	1.5	2	0	1	ayurveda	1.0		attested	
AGAta	wn	987	hit — a act of hitting one thing with another; 'repeated hitting raised a large bruise'; 'after thre	4	1	0.6667	2	0.9406	0.5	0.24	1	3.0	1	0	1	rasasastra	1.0		attested	
AGAta	wn	128851	mūtrāghāta — a kind of urinary disease	1	2	0.1667	1	0.9186	1.0	0.08	2	1.5	2	0	1	ayurveda	1.0		attested	
AGAta	wn	129016	āghāta — a kind of massage (comm. ad AHS, Sū. 3.19: padbhyāṃ mardanam)	1	2	0.1667	1	0.9878	1.0	0.01	3	1.5	2	0	1	ayurveda	1.0		attested	
AGAtana	semdom	artifact	artifact	4	1	1.0	2	0.9136	0.75	0.35	1	4.0	1	0	1	ayurveda	1.0		attested	
AGAtana	wn	13276	abattoir — a building where animals are butchered	4	1	1.0	2	0.9136	0.75	0.35	1	4.0	1	0	1	ayurveda	1.0		attested	
AGAtay	wn	92118	drum — play the drums	1	1	1.0	1	0.9186	1.0	0.08	1	1.0	1	0	1	ayurveda	1.0		attested	
AGfRi	mw	AGfRi#1	A/-GfRi mfn. glowing with heat ( N. of Pūṣan ), RV.	1	1	1.0	1	0.9563	1.0	0.04	1	1.0	1	1	1	veda	1.0		attested	
AGfRi	wn	68245	aglow(p) — softly bright or radiant; 'a house aglow with lights'; 'glowing embers'; 'lambent tongues	1	1	1.0	1	0.9563	1.0	0.04	1	1.0	1	1	1	veda	1.0		attested	
AGrA	mw	AGrA#2	to smell anything ( acc. ), AitUp. ; ĀśvGṛ. ; Mn. &c.;	8	1	0.5333	5	0.659	0.375	2.73	1	9.75	1	2	2	ayurveda	0.5		attested	
AGrA	mw	AGrA#4	to kiss, kiss on ( loc. ), MBh. ; R. &c.:	7	2	0.4667	2	0.8002	0.8571	1.4	2	5.25	2	7	1	epic	0.8571		attested	
AGrA	wn	93857	smell — inhale the odor of; perceive by the olfactory sense	8	1	0.5333	5	0.659	0.375	2.73	1	9.75	1	2	2	ayurveda	0.5		attested	
AGrA	wn	90783	kiss — touch with the lips or press the lips (against someone's moth or other body part) as an expre	7	2	0.4667	2	0.8002	0.8571	1.4	2	5.25	2	7	1	epic	0.8571		attested	
AGrARa	semdom	act	act	2	1	1.0	1	0.9878	1.0	0.02	1	2.0	1	0	1	ayurveda	1.0		attested	
AGrARa	wn	4154	smell — the act of perceiving the odor of something	2	1	1.0	1	0.9878	1.0	0.02	1	2.0	1	0	1	ayurveda	1.0		attested	
AGuz	mw	AGuz#2	to listen to ( acc. or gen. ), RV. ;	1	1	1.0	1	0.9563	1.0	0.04	1	1.0	1	1	1	veda	1.0		attested	
AGuz	wn	94060	listen — listen and pay attention; 'Listen to your father'; 'We must hear the expert before we make 	1	1	1.0	1	0.9563	1.0	0.04	1	1.0	1	1	1	veda	1.0		attested	
AKUtkara	semdom	object	object	1	1	1.0	1	0.9774	1.0	0.02	1	1.0	1	0	1	rasasastra	1.0		attested	
AKUtkara	wn	42056	molehill — a mound of earth made by moles while burrowing	1	1	1.0	1	0.9774	1.0	0.02	1	1.0	1	0	1	rasasastra	1.0		attested	
AKaRa	mw	AKaRa#1	A-KaRa m. butt, target, ChUp. ; ŚāṅkhŚr. ; Lāṭy.	3	1	1.0	1	0.9996	1.0	0.0	1	3.0	1	3	1	veda	1.0		attested	
AKaRa	semdom	artifact	artifact	3	1	1.0	1	0.9996	1.0	0.0	1	3.0	1	3	1	veda	1.0		attested	
AKaRa	wn	21965	target — an object set up for a marksman or archer to aim at	3	1	1.0	1	0.9996	1.0	0.0	1	3.0	1	3	1	veda	1.0		attested	
AKaRqala	mw	AKaRqala#1	A-KaRqala m. id. (said of Indra ), RV. viii, 17, 12 ( voc. )	8	1	1.0	6	0.8906	0.25	0.87	1	8.0	1	6	1	kosa	0.25		attested	
AKaRqala	semdom	person	person	9	1	1.0	6	0.8906	0.3333	0.98	1	9.0	1	7	1	epic	0.3333		attested	
AKaRqala	wn	42973	Indra — chief god of the Rig-Veda; god of rain and thunder	8	1	0.8889	6	0.8906	0.25	0.87	1	8.25	1	6	1	kosa	0.25		attested	
AKaRqala	wn	43002	Vishnu — the Sustainer; a Hindu divinity worshipped as the preserver of worlds	1	2	0.1111	1	0.8998	1.0	0.1	2	0.75	2	1	2	epic	1.0		attested	
AKara	mw	AKara#1	A-Kara/ m. ( Pāṇ. iii, 3, 125 Comm. ) the hole or lair of an animal, RV. x, 94, 5 ; AV. ii, 36, 4	1	1	1.0	1	0.9963	1.0	0.0	1	1.0	1	1	1	veda	1.0		attested	
AKara	semdom	location	location	1	1	1.0	1	0.9963	1.0	0.0	1	1.0	1	1	1	veda	1.0		attested	
AKara	wn	39947	lair — the habitation of wild animals	1	1	1.0	1	0.9963	1.0	0.0	1	1.0	1	1	1	veda	1.0		attested	
AKewa	semdom	act	act	4	1	1.0	2	0.9967	0.5	0.01	1	4.0	1	2	1	katha	0.5		attested	
AKewa	wn	2384	hunt — the pursuit and killing or capture of wild animals regarded as a sport	4	1	1.0	2	0.9967	0.5	0.01	1	4.0	1	2	1	katha	0.5		attested	
AKewaka	semdom	act	act	2	1	1.0	1	0.9968	1.0	0.01	1	2.0	1	2	1	katha	1.0		attested	
AKewaka	wn	2384	hunt — the pursuit and killing or capture of wild animals regarded as a sport	2	1	1.0	1	0.9968	1.0	0.01	1	2.0	1	2	1	katha	1.0		attested	
AKu	mw	AKu#2	a mouse, rat	4	1	0.8	3	0.9026	0.5	0.39	1	3.75	1	1	1	ayurveda	0.75		attested	
AKu	mw	AKu#1	A-Ku/ m. a mole, RV. ix, 67, 30 ; VS. &c.	1	2	0.2	1	0.9972	1.0	0.0	2	1.25	2	1	1	katha	1.0		attested	
AKu	semdom	animal	animal	4	1	1.0	3	0.9026	0.5	0.39	1	4.0	1	1	1	ayurveda	0.75		attested	
AKu	wn	11352	mouse — any of numerous small rodents typically resembling diminutive rats having pointed snouts and	3	1	0.6	3	0.9026	0.3333	0.29	1	2.92	1	1	1	ayurveda	0.6667		attested	
AKu	wn	11352,11355	ākhu — a mole	1	2	0.2	1	0.9972	1.0	0.0	3	1.25	2	1	1	katha	1.0		attested	
AKu	wn	11355	rat — any of various long-tailed rodents similar to but larger than a mouse	1	2	0.2	1	0.9186	1.0	0.08	2	0.83	3	0	3	ayurveda	1.0		attested	
AKuga	semdom	person	person	1	1	1.0	1	0.9986	1.0	0.0	1	1.0	1	0	1	kosa	1.0		attested	
AKuga	wn	42969	Ganesa — god of wisdom or prophesy; remover of obstacles	1	1	1.0	1	0.9986	1.0	0.0	1	1.0	1	0	1	kosa	1.0		attested	
AKukarRI	semdom	Tops	Tops	6	1	1.0	4	0.8533	0.3333	0.88	1	6.0	1	0	1	rasasastra	0.6667		attested	
AKukarRI	wn	130973	Salvinia cucullata Roxb. — a kind of plant	6	1	1.0	4	0.8533	0.3333	0.88	1	6.0	1	0	1	rasasastra	0.6667		attested	
AKukarRikA	semdom	Tops	Tops	2	1	1.0	2	0.9594	0.5	0.08	1	2.0	1	0	1	rasasastra	1.0		attested	
AKukarRikA	wn	130973	Salvinia cucullata Roxb. — a kind of plant	2	1	1.0	2	0.9594	0.5	0.08	1	2.0	1	0	1	rasasastra	1.0		attested	
AKupAzARa	semdom	substance	substance	2	1	1.0	2	0.9137	0.5	0.17	1	2.0	1	0	1	rasasastra	0.5		attested	
AKupAzARa	wn	131301	mūṣakapāṣāṇa — [alchemy] a kind of mineral?	2	1	1.0	2	0.9137	0.5	0.17	1	2.0	1	0	1	rasasastra	0.5		attested	
AKuparRikA	semdom	Tops	Tops	2	1	1.0	2	0.9655	0.5	0.07	1	2.0	1	0	1	rasasastra	1.0		attested	
AKuparRikA	wn	130973	Salvinia cucullata Roxb. — a kind of plant	2	1	1.0	2	0.9655	0.5	0.07	1	2.0	1	0	1	rasasastra	1.0		attested	
AKyA	mw	AKyA#4	to call (with two acc. ), Ragh. x, 22 :	207	1	0.6677	44	0.5322	0.1063	96.84	1	182.47	1	13	2	rasasastra	0.6522		attested	
AKyA	mw	AKyA#9	2. A-KyA f. ( ifc. f( A ). , Kathās. ; Sāṃkhyak. ) appellation, name, Prāt. ; Pāṇ. ; Mn. vii, 157 , 	64	2	0.2065	17	0.7671	0.2344	14.9	2	66.9	2	5	3	ayurveda	0.3594		attested	
AKyA	mw	AKyA#8	Ā. ( Pot. -KyApayeta ) to cause to tell, AitBr. ; ŚāṅkhŚr.	35	3	0.1129	5	0.6449	0.4571	12.43	3	50.03	3	32	1	epic	0.9143		attested	
AKyA	mw	AKyA#7	Caus. P. (2. sg. -KyApayasi ) to make known, declare, MBh. i, 7485 :	2	4	0.0065	2	0.9883	0.5	0.02	5	3.97	5	2	4	purana	1.0		attested	
AKyA	mw	AKyA#3	to tell, communicate, inform, declare, announce, ŚBr. xiii , xiv ; Mn. ; MBh. &c.;	1	5	0.0032	1	0.997	1.0	0.0	6	6.46	4	1	5	katha	1.0		attested	
AKyA	mw	AKyA#5	Pass. -KyAyate , to be named or enumerated, ŚBr. ;	1	5	0.0032	1	0.9296	1.0	0.07	4	0.18	6	0	6	rasasastra	1.0		attested	
AKyA	semdom	communication	communication	223	1	1.0	43	0.5081	0.0987	109.7	1	223.0	1	11	1	rasasastra	0.6278		attested	
AKyA	wn	29868	name — a language unit by which a person or thing is known; 'his name really is George Washington'; 	195	1	0.6056	42	0.5284	0.1128	91.96	1	141.38	1	11	2	rasasastra	0.6718		attested	
AKyA	wn	29885,29868	ākhyā — appellation	45	2	0.1398	8	0.9528	0.3333	2.12	4	59.83	2	5	3	tantra_yoga	0.3333		attested	
AKyA	wn	88504	tell — narrate or give a detailed account of; 'Tell what happened'; 'The father told a story to his 	35	3	0.1087	5	0.6449	0.4571	12.43	2	50.02	3	32	1	epic	0.9143		attested	
AKyA	wn	29885	appellation — identifying word or words by which someone or something is called and classified or di	19	4	0.059	11	0.7483	0.2105	4.78	3	9.64	5	0	9	ayurveda	0.4737		attested	
AKyA	wn	88820	name — assign a specified name to; 'They named their son David'; 'The new school was named after the	8	5	0.0248	7	0.8543	0.25	1.17	6	28.8	4	1	6	rasasastra	0.5		attested	
AKyA	wn	29702	word — a unit of language that native speakers can identify; 'words are the blocks from which senten	5	6	0.0155	2	0.9407	0.8	0.3	7	5.83	8	0	9	vyakarana	0.8		attested	
AKyA	wn	88645	describe — give a description of; 'He drew an elaborate plan of attack'	4	7	0.0124	3	0.6803	0.5	1.28	5	2.3	11	3	4	epic	0.75		attested	
AKyA	wn	88580	call — ascribe a quality to or give a name that reflects a quality; 'He called me a bastard'; 'She c	3	8	0.0093	3	0.9686	0.3333	0.09	8	7.53	6	1	6	ayurveda	0.6667		attested	
AKyA	wn	30925	sense — the meaning of a word or expression; 'the dictionary gave several senses for the word' or 'i	2	9	0.0062	1	0.9711	1.0	0.06	10	2.82	10	0	9	vyakarana	1.0		attested	
AKyA	wn	88425	disclose — make known to the public information that was previously known only to a few people or th	2	9	0.0062	2	0.9883	0.5	0.02	13	4.13	9	2	5	purana	1.0		attested	
AKyA	wn	29736	synonym — two words that can be interchanged in a context are said to be synonymous relative to that	1	11	0.0031	1	0.9711	1.0	0.03	11	1.41	12	0	9	vyakarana	1.0		attested	
AKyA	wn	29748	term — a word or expression used for some particular thing; 'he learned many medical terms'	1	11	0.0031	1	0.9711	1.0	0.03	11	1.41	12	0	9	vyakarana	1.0		attested	
AKyA	wn	87649	communicate — let know; pass information on (to someone); 'Please communicate this message to all em	1	11	0.0031	1	0.997	1.0	0.0	14	6.71	7	1	6	katha	1.0		attested	
AKyA	wn	88475	enumerate — specify individually; 'She enumerated the many obstacles she had encountered'	1	11	0.0031	1	0.9296	1.0	0.07	9	0.18	14	0	9	rasasastra	1.0		attested	
AKyAna	mw	AKyAna#3	a tale, story, legend, ŚBr. ; Nir. ; Pāṇ. &c.	19	1	0.76	3	0.7018	0.7368	5.67	1	11.36	2	19	1	epic	0.9474		attested	
AKyAna	mw	AKyAna#1	A-KyA/na n. telling, communication, Pāṇ. ; Kap. ; Kathās. &c.	6	2	0.24	3	0.8686	0.6667	0.79	2	13.64	1	4	2	epic	0.6667		attested	
AKyAna	semdom	communication	communication	27	1	0.931	5	0.7193	0.6296	7.58	1	22.94	1	22	1	epic	0.7778		attested	
AKyAna	semdom	cognition	cognition	2	2	0.069	2	0.8948	0.5	0.21	2	6.06	2	1	2	epic	0.5		attested	
AKyAna	wn	30006	story — a piece of fiction that narrates a chain of related events; 'he writes stories for the magaz	19	1	0.5588	3	0.7018	0.7368	5.67	1	11.51	1	19	1	epic	0.9474		attested	
AKyAna	wn	33838	narration — an account describing incidents or events; 'after dinner he told the children stories of	6	2	0.1765	2	0.8709	0.5	0.77	2	4.86	4	3	2	vyakarana	0.5		attested	
AKyAna	wn	29349	teaching — a doctrine that is taught; 'the teaching of religion'; 'he believed all the Christian pre	2	3	0.0588	2	0.8948	0.5	0.21	3	7.06	3	1	4	epic	0.5		attested	
AKyAna	wn	30006,30549	ākhyāna — telling	2	3	0.0588	1	0.8998	1.0	0.2	4	0.52	6	2	3	epic	1.0		attested	
AKyAna	wn	33806	telling — informing by words	2	3	0.0588	2	0.9688	0.5	0.06	7	8.16	2	0	7	vyakarana	0.5		attested	
AKyAna	wn	134909	ākhyāna [word] — the word ākhyāna	1	6	0.0294	1	0.9711	1.0	0.03	8	1.36	5	0	7	vyakarana	1.0		attested	
AKyAna	wn	30549,30006	ākhyāna — telling	1	6	0.0294	1	0.8998	1.0	0.1	5	0.26	7	1	4	epic	1.0		attested	
AKyAna	wn	33838,30006	ākhyāna — telling	1	6	0.0294	1	0.8998	1.0	0.1	5	0.26	7	1	4	epic	1.0		attested	
AKyAta	semdom	communication	communication	2	1	1.0	2	0.9698	0.5	0.06	1	2.0	1	0	1	vyakarana	0.5		attested	
AKyAta	wn	29798	verb — a word that serves as the predicate of a sentence	2	1	1.0	2	0.9698	0.5	0.06	1	2.0	1	0	1	vyakarana	0.5		attested	
AKyAtf	semdom	person	person	1	1	1.0	1	0.9711	1.0	0.03	1	1.0	1	0	1	vyakarana	1.0		attested	
AKyAtf	wn	47525	recitalist — a musician who gives recitals	1	1	1.0	1	0.9711	1.0	0.03	1	1.0	1	0	1	vyakarana	1.0		attested	
AKyAti	mw	AKyAti#1	A-KyAti f. telling, communication, publication of a report, Kathās.	1	1	1.0	1	0.9968	1.0	0.0	1	1.0	1	1	1	katha	1.0		attested	
AKyAti	semdom	communication	communication	1	1	1.0	1	0.9968	1.0	0.0	1	1.0	1	1	1	katha	1.0		attested	
AKyAti	wn	33806	telling — informing by words	1	1	1.0	1	0.9968	1.0	0.0	1	1.0	1	1	1	katha	1.0		attested	
AKyAyikA	semdom	communication	communication	1	1	1.0	1	0.8998	1.0	0.1	1	1.0	1	1	1	epic	1.0		attested	
AKyAyikA	wn	33838	narration — an account describing incidents or events; 'after dinner he told the children stories of	1	1	1.0	1	0.8998	1.0	0.1	1	1.0	1	1	1	epic	1.0		attested	
AKyAyin	mw	AKyAyin#1	A-KyAyin mfn. telling, relating, Mn. vii, 223 ; Śak.	1	1	1.0	1	0.9824	1.0	0.02	1	1.0	1	0	1	dharmasastra	1.0		attested	
AKyAyin	wn	104136	telling	1	1	1.0	1	0.9824	1.0	0.02	1	1.0	1	0	1	dharmasastra	1.0		attested	
AKya	wn	80338	called — given or having a specified name; 'they called his name Jesus'; 'forces...which Empedocles 	88	1	1.0	22	0.6353	0.1477	32.09	1	88.0	1	2	1	rasasastra	0.9091		attested	
AN	wn	132060	ā — the prefix or preposition ā	30	1	0.9375	4	0.9683	0.8667	0.95	1	31.26	1	0	1	vyakarana	0.9		attested	
AN	wn	135321	āṅ — [gramm.] termination ā of instr. sg.	2	2	0.0625	1	0.9711	1.0	0.06	2	0.74	2	0	1	vyakarana	1.0		attested	
ANgUza	mw	ANgUza#1	ANgUza/ m. praising aloud, a hymn, RV.	1	1	1.0	1	0.9563	1.0	0.04	1	1.0	1	1	1	veda	1.0		attested	
ANgUza	semdom	communication	communication	1	1	1.0	1	0.9563	1.0	0.04	1	1.0	1	1	1	veda	1.0		attested	
ANgUza	wn	33057	hymn — a song of praise (to God or to a saint or to a nation)	1	1	1.0	1	0.9563	1.0	0.04	1	1.0	1	1	1	veda	1.0		attested	
ANgirasa	mw	ANgirasa#1	ANgirasa/ mf( I/ )n. descended from or belonging or referring to the Aṅgirases or to Aṅgiras , AV. ;	6	1	1.0	4	0.9208	0.5	0.48	1	6.0	1	5	1	veda	0.8333		attested	
ANgirasa	semdom	person	person	7	1	1.0	4	0.9208	0.4286	0.55	1	7.0	1	6	1	veda	0.8571		attested	
ANgirasa	wn	101725	Aṅgiras — descendants of Aṅgiras	6	1	0.6667	4	0.9208	0.5	0.48	1	4.12	1	5	1	veda	0.8333		attested	
ANgirasa	wn	135831	Bṛhaspati — name of the author of a Dharma text	1	2	0.1111	1	0.8998	1.0	0.1	2	2.25	2	1	2	epic	1.0		attested	
ANgirasa	wn	42962	Brihaspati — personification of the power of ritual devotion	1	2	0.1111	1	0.9563	1.0	0.04	3	0.38	4	1	2	veda	1.0		attested	
ANgirasa	wn	42962,42243	dhiṣaṇa — name of an evil being	1	2	0.1111	1	0.9962	1.0	0.0	4	2.25	2	0	4	kosa	1.0		attested	
ANgla	wn	83580	English — of or relating to or characteristic of England or its culture; 'English histry'; 'the Engl	1	1	1.0	1	0.9896	1.0	0.01	1	1.0	1	0	1	rasasastra	1.0		attested	
APUka	semdom	artifact	artifact	3	1	1.0	2	0.9772	0.6667	0.07	1	3.0	1	0	1	ayurveda	1.0		attested	
APUka	wn	19226	opium — an addictive narcotic extracted from seed capsules of the opium poppy	3	1	1.0	2	0.9772	0.6667	0.07	1	3.0	1	0	1	ayurveda	1.0		attested	
AQAlay	wn	93614	effuse — pour out, of liquids	1	1	1.0	1	0.9782	1.0	0.02	1	1.0	1	0	1	rasasastra	1.0		attested	
AQa	semdom	quantity	quantity	2	1	1.0	2	0.9406	0.5	0.12	1	2.0	1	0	1	rasasastra	1.0		attested	
AQa	wn	103384	Āḍhaka — a measure of grain	2	1	1.0	2	0.9406	0.5	0.12	1	2.0	1	0	1	rasasastra	1.0		attested	
AQakI	mw	AQakI#2	a kind of fragrant earth, Bhpr.	4	1	1.0	4	0.9785	0.25	0.09	1	4.0	1	0	1	ayurveda	1.0		attested	
AQakI	semdom	substance	substance	4	1	0.8	4	0.9785	0.25	0.09	1	4.0	1	0	1	ayurveda	1.0		attested	
AQakI	semdom	quantity	quantity	1	2	0.2	1	0.9841	1.0	0.02	2	1.0	2	0	1	ayurveda	1.0		attested	
AQakI	wn	126683	saurāṣṭrā — a sort of fragrant earth found in Surāṣṭra; = tuvarī	4	1	0.8	4	0.9785	0.25	0.09	1	4.0	1	0	1	ayurveda	1.0		attested	
