lemma_slp1	varga	eid	mw_sense_units	pwg_sense_units
udagBava	AK-1.3	173	1	0
udIcIna	AK-1.3	173	2	1
pratyagBava	AK-1.3	174	0	0
pratIcIna	AK-1.3	174	5	2
prAgBava	AK-1.3	175	1	0
prAcIna	AK-1.3	175	6	2
indra	AK-1.3	176	17	3
pUrvadikpati	AK-1.3	176	1	1
vahni	AK-1.3	177	16	1
dakziRapUrvadikpati	AK-1.3	177	0	0
pitfpati	AK-1.3	178	2	1
dakziRadikpati	AK-1.3	178	0	0
nErfta	AK-1.3	179	9	1
dakziRapaScimadikpati	AK-1.3	179	0	0
varuRa	AK-1.3	180	9	1
paScimadikpati	AK-1.3	180	1	0
marut	AK-1.3	181	11	2
paScimottaradikpati	AK-1.3	181	1	0
kubera	AK-1.3	182	9	2
uttaradikpati	AK-1.3	182	0	0
ISa	AK-1.3	183	11	3
uttarapUrvadikpati	AK-1.3	183	0	0
ravi	AK-1.3	184	10	1
Sukra	AK-1.3	185	28	1
mahIsUnu	AK-1.3	186	1	1
svarBAnu	AK-1.3	187	3	1
BAnuja	AK-1.3	188	1	1
viDu	AK-1.3	189	6	2
buDa	AK-1.3	190	9	1
bfhaspati	AK-1.3	191	7	2
graha	AK-1.3	192	31	3
diggaja	AK-1.3	193	1	1
ErAvata	AK-1.3	194	12	2
puRqarIka	AK-1.3	195	25	1
vAmana	AK-1.3	196	26	1
kumuda	AK-1.3	197	19	2
aYjana	AK-1.3	198	11	5
puzpadanta	AK-1.3	199	14	2
sArvaBOma	AK-1.3	200	9	1
supratIka	AK-1.3	201	11	1
dikkariRI	AK-1.3	202	0	0
aBramu	AK-1.3	203	1	1
kapilA	AK-1.3	204	13	0
piNgalA	AK-1.3	205	12	0
anupamA	AK-1.3	206	1	1
tAmrakarRI	AK-1.3	207	1	1
SuBradantI	AK-1.3	208	1	0
aNganA	AK-1.3	209	3	1
aYjanAvatI	AK-1.3	210	1	1
apadiSam	AK-1.3	211	1	1
vidiS	AK-1.3	211	3	1
aByantara	AK-1.3	212	6	3
antarAla	AK-1.3	212	2	2
cakravAla	AK-1.3	213	4	0
maRqala	AK-1.3	213	20	2
aBra	AK-1.3	214	10	2
meGa	AK-1.3	214	10	1
vArivAha	AK-1.3	214	3	1
stanayitnu	AK-1.3	214	6	1
balAhaka	AK-1.3	214	1	1
DArADara	AK-1.3	214	2	2
jalaDara	AK-1.3	214	5	1
taqitvat	AK-1.3	214	3	0
vArida	AK-1.3	214	4	1
ambuBft	AK-1.3	214	3	1
Gana	AK-1.3	214	30	3
jImUta	AK-1.3	214	11	2
mudira	AK-1.3	214	3	1
jalamuc	AK-1.3	214	2	1
DUmayoni	AK-1.3	214	2	1
kAdambinI	AK-1.3	215	2	1
meGamAlA	AK-1.3	215	3	1
aBriya	AK-1.3	216	2	1
meGaBava	AK-1.3	216	0	0
stanita	AK-1.3	217	5	1
garjita	AK-1.3	217	5	1
meGanirGoza	AK-1.3	217	2	2
rasita	AK-1.3	217	5	2
SampA	AK-1.3	218	2	1
SatahradA	AK-1.3	218	4	0
hrAdinI	AK-1.3	218	4	0
ErAvatI	AK-1.3	218	4	0
kzaRapraBA	AK-1.3	218	1	1
taqit	AK-1.3	218	2	1
sOdAminI	AK-1.3	218	1	1
vidyut	AK-1.3	218	10	2
caYcalA	AK-1.3	218	5	0
capalA	AK-1.3	218	8	0
sPUrjaTu	AK-1.3	219	2	1
vajranirGoza	AK-1.3	219	1	1
meGajyoti	AK-1.3	220	0	0
irammada	AK-1.3	220	0	0
indrAyuDa	AK-1.3	221	3	2
SakraDanus	AK-1.3	221	1	1
rohita	AK-1.3	222	19	1
vfzwi	AK-1.3	223	4	1
varza	AK-1.3	223	10	2
avagrAha	AK-1.3	224	4	2
avagraha	AK-1.3	224	12	2
DArAsampAta	AK-1.3	225	1	0
AsAra	AK-1.3	225	5	3
SIkara	AK-1.3	226	5	1
ambukaRa	AK-1.3	227	1	0
karaka	AK-1.3	228	10	2
meGacCanna	AK-1.3	229	0	0
ahan	AK-1.3	230	5	2
durdina	AK-1.3	231	2	2
antarDA	AK-1.3	232	3	1
vyavaDA	AK-1.3	232	2	1
antarDi	AK-1.3	232	3	3
apavAraRa	AK-1.3	232	1	1
apiDAna	AK-1.3	232	4	3
tiroDAna	AK-1.3	232	3	1
piDAna	AK-1.3	232	3	2
AcCAdana	AK-1.3	232	4	2
himAMSu	AK-1.3	233	2	1
candramas	AK-1.3	233	3	1
candra	AK-1.3	233	25	3
indu	AK-1.3	233	12	3
kumudabAnDava	AK-1.3	233	1	0
viDu	AK-1.3	233	6	2
suDAMSu	AK-1.3	233	2	1
SuBrAMSu	AK-1.3	233	2	1
ozaDISa	AK-1.3	233	1	1
niSApati	AK-1.3	233	2	2
abja	AK-1.3	233	8	2
jEvAtfka	AK-1.3	233	7	1
soma	AK-1.3	233	19	1
glO	AK-1.3	233	5	2
mfgANka	AK-1.3	233	5	1
kalAniDi	AK-1.3	233	1	1
dvijarAja	AK-1.3	233	6	2
SaSaDara	AK-1.3	233	4	1
nakzatreSa	AK-1.3	233	1	1
kzapAkara	AK-1.3	233	1	2
kalA	AK-1.3	234	22	3
bimba	AK-1.3	235	8	2
maRqala	AK-1.3	235	20	2
Bitta	AK-1.3	236	3	1
Sakala	AK-1.3	236	12	2
KaRqa	AK-1.3	236	17	3
arDa	AK-1.3	236	9	5
arDa	AK-1.3	237	9	5
candrikA	AK-1.3	238	19	1
kOmudI	AK-1.3	238	9	0
jyotsnA	AK-1.3	238	8	2
prasAda	AK-1.3	239	17	2
prasannatA	AK-1.3	239	3	2
kalaNka	AK-1.3	240	2	1
aNka	AK-1.3	240	21	4
lAYCana	AK-1.3	240	3	1
cihna	AK-1.3	240	4	2
lakzman	AK-1.3	240	6	2
lakzaRa	AK-1.3	240	18	2
suzamA	AK-1.3	241	5	0
SoBA	AK-1.3	242	7	0
kAnti	AK-1.3	242	8	2
dyuti	AK-1.3	242	4	2
Cavi	AK-1.3	242	5	2
avaSyAya	AK-1.3	243	2	2
nIhAra	AK-1.3	243	2	2
tuzAra	AK-1.3	243	5	1
tuhina	AK-1.3	243	3	1
hima	AK-1.3	243	15	1
prAleya	AK-1.3	243	4	2
mihikA	AK-1.3	243	3	2
himAnI	AK-1.3	244	2	1
himasaMhati	AK-1.3	244	1	1
SIta	AK-1.3	245	12	1
suzIma	AK-1.3	246	5	1
SiSira	AK-1.3	246	11	1
jaqa	AK-1.3	246	13	3
tuzAra	AK-1.3	246	5	1
SItala	AK-1.3	246	21	1
SIta	AK-1.3	246	12	1
hima	AK-1.3	246	15	1
Druva	AK-1.3	247	32	3
OttAnapAdi	AK-1.3	247	1	1
agastya	AK-1.3	248	2	4
kumBasamBava	AK-1.3	248	2	0
mEtrAvaruRi	AK-1.3	248	3	1
lopAmudrA	AK-1.3	249	1	1
saDarmiRI	AK-1.3	250	1	0
nakzatra	AK-1.3	251	5	1
fkza	AK-1.3	251	14	5
Ba	AK-1.3	251	7	3
tArA	AK-1.3	251	14	0
tArakA	AK-1.3	251	8	0
uqu	AK-1.3	251	3	2
dAkzAyiRI	AK-1.3	252	1	1
aSvayuj	AK-1.3	253	6	2
aSvinI	AK-1.3	253	3	0
rADA	AK-1.3	254	10	0
viSAKA	AK-1.3	254	3	0
puzya	AK-1.3	255	9	1
siDyA	AK-1.3	255	0	0
tizyA	AK-1.3	255	1	0
SravizWA	AK-1.3	256	5	0
DanizWA	AK-1.3	256	1	0
prozWapadA	AK-1.3	257	0	0
BAdrapadA	AK-1.3	258	1	0
mfgaSIrza	AK-1.3	259	5	1
mfgaSiras	AK-1.3	259	3	1
AgrahAyaRI	AK-1.3	259	3	0
ilvalA	AK-1.3	260	1	0
bfhaspati	AK-1.3	261	7	2
surAcArya	AK-1.3	261	1	1
gIzpati	AK-1.3	261	3	1
DizaRa	AK-1.3	261	9	1
guru	AK-1.3	261	24	2
jIva	AK-1.3	261	18	2
ANgirasa	AK-1.3	261	5	1
vAcaspati	AK-1.3	261	3	1
citraSiKaRqija	AK-1.3	261	1	0
Sukra	AK-1.3	262	28	1
dEtyaguru	AK-1.3	262	1	1
kAvya	AK-1.3	262	14	4
uSanas	AK-1.3	262	4	2
BArgava	AK-1.3	262	14	2
kavi	AK-1.3	262	32	5
aNgAraka	AK-1.3	263	9	3
kuja	AK-1.3	263	5	3
BOma	AK-1.3	263	15	3
lohitANga	AK-1.3	263	2	1
mahIsuta	AK-1.3	263	1	1
rOhiReya	AK-1.3	264	4	1
buDa	AK-1.3	264	9	1
sOmya	AK-1.3	264	30	1
sOri	AK-1.3	265	6	1
SanEScara	AK-1.3	265	3	1
tama	AK-1.3	266	7	1
rAhu	AK-1.3	266	2	1
svarBAnu	AK-1.3	266	3	1
sEMhikeya	AK-1.3	266	3	1
viDuntuda	AK-1.3	266	0	0
marIcI	AK-1.3	267	1	1
atri	AK-1.3	267	4	1
citraSiKaRqin	AK-1.3	268	1	1
lagna	AK-1.3	269	21	1
meza	AK-1.3	270	4	2
meza	AK-1.3	271	4	2
sUra	AK-1.3	272	7	1
sUrya	AK-1.3	272	9	1
aryaman	AK-1.3	272	4	2
Aditya	AK-1.3	272	11	3
dvAdaSAtman	AK-1.3	272	1	1
divAkara	AK-1.3	272	8	2
BAskara	AK-1.3	272	12	1
ahaskara	AK-1.3	272	2	1
braDna	AK-1.3	272	9	2
praBAkara	AK-1.3	272	11	2
viBAkara	AK-1.3	272	4	1
BAsvat	AK-1.3	272	3	0
vivasvat	AK-1.3	272	9	0
saptASva	AK-1.3	272	2	1
haridaSva	AK-1.3	272	1	1
uzRaraSmi	AK-1.3	272	1	1
vikartana	AK-1.3	272	4	1
arka	AK-1.3	272	18	3
mArtaRqa	AK-1.3	272	5	1
mihira	AK-1.3	272	3	1
aruRa	AK-1.3	272	23	3
pUzan	AK-1.3	272	4	2
dyumaRi	AK-1.3	272	3	1
taraRi	AK-1.3	272	8	2
mitra	AK-1.3	272	15	3
citraBAnu	AK-1.3	272	9	2
virocana	AK-1.3	272	8	1
viBAvasu	AK-1.3	272	11	1
grahapati	AK-1.3	272	4	1
tvizAmpati	AK-1.3	272	1	0
aharpati	AK-1.3	272	3	1
BAnu	AK-1.3	272	21	2
haMsa	AK-1.3	272	29	1
sahasrAMSu	AK-1.3	272	2	1
tapana	AK-1.3	272	19	2
savitf	AK-1.3	272	7	0
ravi	AK-1.3	272	10	1
padmAkza	AK-1.3	272	2	1
tejasAMrASi	AK-1.3	272	0	0
CAyAnATa	AK-1.3	272	0	0
tamisrahan	AK-1.3	272	0	0
karmasAkzin	AK-1.3	272	1	2
jagaccakzus	AK-1.3	272	1	2
lokabanDu	AK-1.3	272	2	1
trayItanu	AK-1.3	272	3	1
pradyotana	AK-1.3	272	5	2
dinamaRi	AK-1.3	272	1	1
Kadyota	AK-1.3	272	4	2
lokabAnDava	AK-1.3	272	1	1
ina	AK-1.3	272	9	2
Baga	AK-1.3	272	15	2
DAmaniDi	AK-1.3	272	1	1
aMSumAlin	AK-1.3	272	1	2
abjinIpati	AK-1.3	272	1	2
caRqAMSu	AK-1.3	272	1	2
mAWara	AK-1.3	273	8	2
piNgala	AK-1.3	274	24	2
daRqa	AK-1.3	275	30	3
pAripArSvaka	AK-1.3	276	3	1
sUrasUta	AK-1.3	277	1	1
aruRa	AK-1.3	277	23	3
anUru	AK-1.3	277	2	2
kASyapi	AK-1.3	277	4	2
garuqAgraja	AK-1.3	277	1	2
pariveza	AK-1.3	278	6	1
pariDi	AK-1.3	278	10	2
upasUryaka	AK-1.3	278	2	2
maRqala	AK-1.3	278	20	2
kiraRa	AK-1.3	279	7	2
asra	AK-1.3	279	4	2
mayUKa	AK-1.3	279	5	1
aMSu	AK-1.3	279	10	3
gaBasti	AK-1.3	279	9	2
GfRi	AK-1.3	279	11	2
raSmi	AK-1.3	279	5	2
BAnu	AK-1.3	279	21	2
kara	AK-1.3	279	12	5
marIci	AK-1.3	279	16	1
dIDiti	AK-1.3	279	4	3
praBA	AK-1.3	280	10	1
ruc	AK-1.3	280	8	3
ruci	AK-1.3	280	11	1
tviz	AK-1.3	280	6	5
BA	AK-1.3	280	7	4
BAs	AK-1.3	280	5	4
Cavi	AK-1.3	280	5	2
dyuti	AK-1.3	280	4	2
dIpti	AK-1.3	280	5	2
rocis	AK-1.3	280	2	1
Socis	AK-1.3	280	4	1
prakASa	AK-1.3	281	21	2
dyota	AK-1.3	281	3	1
Atapa	AK-1.3	281	3	2
kozRa	AK-1.3	282	2	2
kavozRa	AK-1.3	282	3	1
mandozRa	AK-1.3	282	2	1
kaduzRa	AK-1.3	282	3	1
tigma	AK-1.3	283	7	2
tIkzRa	AK-1.3	283	34	2
Kara	AK-1.3	283	22	4
mfgatfzRA	AK-1.3	284	1	1
marIcikA	AK-1.3	284	2	0
kAla	AK-1.4	285	39	5
dizwa	AK-1.4	285	12	1
anehas	AK-1.4	285	3	4
samaya	AK-1.4	285	19	1
pakzati	AK-1.4	286	3	2
pratipad	AK-1.4	286	11	1
tiTi	AK-1.4	287	3	2
Gasra	AK-1.4	288	4	2
dina	AK-1.4	288	4	3
ahan	AK-1.4	288	5	2
divasa	AK-1.4	288	2	2
vAsara	AK-1.4	288	4	1
pratyUza	AK-1.4	289	0	1
aharmuKa	AK-1.4	289	1	1
kalya	AK-1.4	289	12	2
uzas	AK-1.4	289	9	3
pratyuzas	AK-1.4	289	0	1
vyuzwa	AK-1.4	289	8	1
viBAta	AK-1.4	289	3	0
gosarga	AK-1.4	289	1	1
praBAta	AK-1.4	289	3	1
dinAnta	AK-1.4	290	1	1
sAyam	AK-1.4	290	2	1
sanDyA	AK-1.4	290	0	0
pitfprasU	AK-1.4	290	2	1
prAhRa	AK-1.4	291	1	1
aparAhRa	AK-1.4	292	1	3
maDyAhna	AK-1.4	293	2	2
trisanDya	AK-1.4	294	0	0
SarvarI	AK-1.4	295	7	0
niSA	AK-1.4	295	4	2
niSITinI	AK-1.4	295	1	1
rAtri	AK-1.4	295	7	1
triyAmA	AK-1.4	295	5	0
kzaRadA	AK-1.4	295	3	0
kzapA	AK-1.4	295	5	2
viBAvarI	AK-1.4	295	13	1
tamasvinI	AK-1.4	295	1	0
rajanI	AK-1.4	295	10	1
yAminI	AK-1.4	295	4	1
tamI	AK-1.4	295	1	0
tamisrA	AK-1.4	296	1	0
tAmasI	AK-1.4	296	4	0
jyotsnI	AK-1.4	297	3	2
candrikA	AK-1.4	298	19	1
pakziRI	AK-1.4	299	4	0
gaRarAtra	AK-1.4	300	1	2
pradoza	AK-1.4	301	3	5
rajanImuKa	AK-1.4	301	1	1
arDarAtra	AK-1.4	302	1	1
niSITa	AK-1.4	302	1	2
yAma	AK-1.4	303	10	4
prahara	AK-1.4	303	4	2
parvasanDi	AK-1.4	304	0	0
pratipad	AK-1.4	304	11	1
pakzAnta	AK-1.4	305	2	1
paYcadaSI	AK-1.4	305	2	0
pOrRamAsI	AK-1.4	306	1	0
pUrRimA	AK-1.4	306	1	2
kalAhIna	AK-1.4	307	0	0
anumati	AK-1.4	307	4	2
rAkA	AK-1.4	308	10	1
niSAkara	AK-1.4	308	4	1
amAvAsyA	AK-1.4	309	4	0
amAvasyA	AK-1.4	309	1	2
darSa	AK-1.4	309	7	2
sUryendusaNgama	AK-1.4	309	0	0
sinIvAlI	AK-1.4	310	5	1
kuhU	AK-1.4	311	4	3
uparAga	AK-1.4	312	6	2
graha	AK-1.4	312	31	3
upaplava	AK-1.4	313	5	2
uparakta	AK-1.4	313	5	1
agnyutpAta	AK-1.4	314	2	2
upAhita	AK-1.4	314	8	1
puzpavantO	AK-1.4	315	0	0
divAkaraniSAkarO	AK-1.4	315	0	0
kAzWA	AK-1.4	316	12	2
kalA	AK-1.4	317	22	3
kzaRa	AK-1.4	318	15	2
muhUrta	AK-1.4	319	3	2
ahorAtra	AK-1.4	320	2	2
pakza	AK-1.4	321	35	3
Sukla	AK-1.4	322	24	1
kfzRa	AK-1.4	323	49	2
mAsa	AK-1.4	324	3	2
ftu	AK-1.4	325	10	3
ayana	AK-1.4	326	7	3
vatsara	AK-1.4	327	5	1
vizuvat	AK-1.4	328	6	0
vizuvaM	AK-1.4	328	0	0
pOzI	AK-1.4	329	1	0
pOza	AK-1.4	330	6	1
mArgaSIrza	AK-1.4	331	3	1
sahas	AK-1.4	331	7	1
mArga	AK-1.4	331	21	4
AgrahAyaRika	AK-1.4	331	2	2
pOza	AK-1.4	332	6	1
tEza	AK-1.4	332	2	1
sahasya	AK-1.4	332	2	1
tapas	AK-1.4	333	9	1
mAGa	AK-1.4	333	4	1
PAlguna	AK-1.4	334	8	2
tapasya	AK-1.4	334	8	1
PAlgunika	AK-1.4	334	2	1
cEtra	AK-1.4	335	11	3
cEtrika	AK-1.4	335	1	1
maDu	AK-1.4	335	26	1
vESAKa	AK-1.4	336	6	2
mADava	AK-1.4	336	17	3
rADa	AK-1.4	336	4	1
jyezWa	AK-1.4	337	12	2
Sukra	AK-1.4	337	28	1
Suci	AK-1.4	338	36	1
AzAQa	AK-1.4	338	7	3
SrAvaRa	AK-1.4	339	10	5
naBas	AK-1.4	339	12	2
SrAvaRika	AK-1.4	339	1	1
naBasya	AK-1.4	340	4	1
prOzWapada	AK-1.4	340	4	2
BAdra	AK-1.4	340	1	1
BAdrapada	AK-1.4	340	1	1
ASvina	AK-1.4	341	6	3
iza	AK-1.4	341	6	2
ASvayuja	AK-1.4	341	3	2
kArtika	AK-1.4	342	0	0
bAhula	AK-1.4	342	8	1
Urja	AK-1.4	342	8	2
kArtikika	AK-1.4	342	0	0
hemanta	AK-1.4	343	2	1
SiSira	AK-1.4	344	11	1
vasanta	AK-1.4	345	6	1
puzpasamaya	AK-1.4	345	1	1
suraBi	AK-1.4	345	20	1
grIzma	AK-1.4	346	4	2
uzmaka	AK-1.4	346	1	1
nidAGa	AK-1.4	347	6	1
uzRopagama	AK-1.4	347	1	1
uzRa	AK-1.4	347	10	3
UzmAgama	AK-1.4	347	0	0
tapa	AK-1.4	347	11	2
prAvfz	AK-1.4	348	2	1
varzAH	AK-1.4	348	0	0
Sarad	AK-1.4	349	2	2
ftu	AK-1.4	350	10	3
saMvatsara	AK-1.4	351	4	1
vatsara	AK-1.4	351	5	1
abda	AK-1.4	351	5	2
hAyana	AK-1.4	351	6	1
Sarad	AK-1.4	351	2	2
pEtra	AK-1.4	352	2	1
dEvata	AK-1.4	353	5	1
brAhma	AK-1.4	354	13	2
kalpa	AK-1.4	355	23	4
manvantara	AK-1.4	356	2	1
saMvarta	AK-1.4	357	19	1
pralaya	AK-1.4	357	10	3
kalpa	AK-1.4	357	23	4
kzaya	AK-1.4	357	19	4
kalpAnta	AK-1.4	357	1	2
paNka	AK-1.4	358	3	2
pApman	AK-1.4	358	3	1
pApa	AK-1.4	358	7	2
kilbiza	AK-1.4	358	3	2
kalmaza	AK-1.4	358	8	3
kaluza	AK-1.4	358	7	2
vfjina	AK-1.4	358	7	1
enas	AK-1.4	358	4	1
aGa	AK-1.4	358	6	2
aMhas	AK-1.4	358	3	3
durita	AK-1.4	358	3	1
duzkfta	AK-1.4	358	3	0
Darma	AK-1.4	359	33	2
puRya	AK-1.4	359	7	3
Sreyas	AK-1.4	359	13	0
sukfta	AK-1.4	359	12	3
vfza	AK-1.4	359	36	2
mud	AK-1.4	360	8	4
prIti	AK-1.4	360	7	2
pramada	AK-1.4	360	7	3
harza	AK-1.4	360	9	1
pramoda	AK-1.4	360	12	3
Amoda	AK-1.4	360	5	3
sammada	AK-1.4	360	4	0
AnandaTu	AK-1.4	360	2	1
Ananda	AK-1.4	360	15	3
Sarman	AK-1.4	360	6	1
SAta	AK-1.4	360	8	3
suKa	AK-1.4	360	11	1
SvaHSreyasa	AK-1.4	361	4	1
Siva	AK-1.4	361	46	1
Badra	AK-1.4	361	31	2
kalyARa	AK-1.4	361	16	2
maNgala	AK-1.4	361	15	3
SuBa	AK-1.4	361	19	1
BAvuka	AK-1.4	361	7	1
Bavika	AK-1.4	361	3	1
Bavya	AK-1.4	361	23	2
kuSala	AK-1.4	361	16	2
kzema	AK-1.4	361	15	2
Sasta	AK-1.4	361	8	3
pApa	AK-1.4	362	7	2
puRya	AK-1.4	363	7	3
matallikA	AK-1.4	364	2	2
macarcikA	AK-1.4	364	1	1
prakARqa	AK-1.4	364	4	2
udGa	AK-1.4	364	7	2
tallaja	AK-1.4	364	3	2
aya	AK-1.4	365	6	3
dEva	AK-1.4	366	12	2
dizwa	AK-1.4	366	12	1
BAgaDeya	AK-1.4	366	4	2
BAgya	AK-1.4	366	9	2
niyati	AK-1.4	366	4	2
viDi	AK-1.4	366	17	2
hetu	AK-1.4	367	12	1
kAraRa	AK-1.4	367	17	4
bIja	AK-1.4	367	12	2
nidAna	AK-1.4	368	11	2
AdikAraRa	AK-1.4	368	2	1
kzetrajYa	AK-1.4	369	7	3
Atman	AK-1.4	369	14	2
puruza	AK-1.4	369	24	2
praDAna	AK-1.4	370	14	2
prakfti	AK-1.4	370	26	3
viSeza	AK-1.4	371	17	1
kAlikovasTA	AK-1.4	371	0	0
sattva	AK-1.4	372	13	1
rajas	AK-1.4	373	16	1
tamas	AK-1.4	374	7	2
guRa	AK-1.4	375	28	3
janus	AK-1.4	376	6	2
janana	AK-1.4	376	7	2
janman	AK-1.4	376	14	2
jani	AK-1.4	376	8	3
utpatti	AK-1.4	376	5	1
udBava	AK-1.4	376	7	1
prARin	AK-1.4	377	2	1
cetana	AK-1.4	377	7	2
janmin	AK-1.4	377	1	1
jantu	AK-1.4	377	8	3
janyu	AK-1.4	377	5	2
SarIrin	AK-1.4	377	8	1
jAti	AK-1.4	378	20	2
jAta	AK-1.4	378	22	2
sAmAnya	AK-1.4	378	9	1
vyakti	AK-1.4	379	6	1
pfTagAtmatA	AK-1.4	379	2	1
citta	AK-1.4	380	12	2
cetas	AK-1.4	380	5	1
hfdaya	AK-1.4	380	9	2
svAnta	AK-1.4	380	7	1
hfd	AK-1.4	380	2	1
mAnasa	AK-1.4	380	17	2
manas	AK-1.4	380	7	2
budDi	AK-1.5	381	14	3
manIzA	AK-1.5	381	4	1
DizaRA	AK-1.5	381	7	0
DI	AK-1.5	381	8	6
prajYA	AK-1.5	381	9	1
SemuzI	AK-1.5	381	2	1
mati	AK-1.5	381	11	2
prekzA	AK-1.5	381	6	3
upalabDi	AK-1.5	381	5	2
cit	AK-1.5	381	13	9
saMvid	AK-1.5	381	18	3
pratipad	AK-1.5	381	11	1
jYapti	AK-1.5	381	2	2
cetanA	AK-1.5	381	1	0
meDA	AK-1.5	382	7	1
saNkalpa	AK-1.5	383	0	0
avaDAna	AK-1.5	384	2	2
samADAna	AK-1.5	384	8	1
praRiDAna	AK-1.5	384	8	3
cittABoga	AK-1.5	385	1	1
manaskAra	AK-1.5	385	3	1
carcA	AK-1.5	386	10	0
saNKyA	AK-1.5	386	0	0
vicAraRA	AK-1.5	386	2	1
vimarSa	AK-1.5	387	5	1
BAvanA	AK-1.5	387	11	0
vAsanA	AK-1.5	387	12	0
aDyAhAra	AK-1.5	388	1	2
tarka	AK-1.5	388	11	2
Uha	AK-1.5	388	5	4
vicikitsA	AK-1.5	389	2	1
saMSaya	AK-1.5	389	6	1
sandeha	AK-1.5	389	0	0
dvApara	AK-1.5	389	5	1
nirRaya	AK-1.5	390	8	2
niScaya	AK-1.5	390	4	2
miTyAdfzwi	AK-1.5	391	1	2
nAstikatA	AK-1.5	391	1	1
vyApAda	AK-1.5	392	2	1
drohacintana	AK-1.5	392	1	1
sidDAnta	AK-1.5	393	4	1
rAdDAnta	AK-1.5	393	1	1
BrAnti	AK-1.5	394	4	1
miTyAmati	AK-1.5	394	1	1
Brama	AK-1.5	394	12	2
saMvid	AK-1.5	395	18	3
AgU	AK-1.5	395	0	0
pratijYAna	AK-1.5	395	2	1
niyama	AK-1.5	395	14	4
ASrava	AK-1.5	395	4	2
saMSrava	AK-1.5	395	3	1
aNgIkAra	AK-1.5	395	1	2
aByupagama	AK-1.5	395	4	2
pratiSrava	AK-1.5	395	2	1
samADi	AK-1.5	395	14	2
jYAna	AK-1.5	396	6	3
vijYAna	AK-1.5	397	8	1
mukti	AK-1.5	398	6	1
kEvalya	AK-1.5	398	5	3
nirvARa	AK-1.5	398	12	8
Sreyas	AK-1.5	398	13	0
niHSreyasa	AK-1.5	398	5	2
amfta	AK-1.5	398	31	3
mokza	AK-1.5	398	18	1
apavarga	AK-1.5	398	8	3
ajYAna	AK-1.5	399	4	2
avidyA	AK-1.5	399	2	2
ahammati	AK-1.5	399	2	0
rUpa	AK-1.5	400	26	1
Sabda	AK-1.5	401	9	2
ganDa	AK-1.5	402	14	2
rasa	AK-1.5	403	33	1
sparSa	AK-1.5	404	14	1
vizaya	AK-1.5	405	20	1
gocara	AK-1.5	405	9	2
indriyArTa	AK-1.5	405	1	2
hfzIka	AK-1.5	406	1	1
vizayI	AK-1.5	406	1	0
indriya	AK-1.5	406	9	2
karmendriya	AK-1.5	407	1	1
DIndriya	AK-1.5	408	1	1
tuvara	AK-1.5	409	1	2
kazAya	AK-1.5	409	24	3
maDura	AK-1.5	410	18	2
lavaRa	AK-1.5	411	14	2
kawu	AK-1.5	412	13	3
tikta	AK-1.5	413	13	2
amla	AK-1.5	414	3	2
rasa	AK-1.5	415	33	1
parimala	AK-1.5	416	6	1
Amoda	AK-1.5	417	5	3
atinirhArin	AK-1.5	417	0	0
samAkarzin	AK-1.5	418	2	1
nirhArin	AK-1.5	418	3	1
suraBi	AK-1.5	419	20	1
GrARatarpaRa	AK-1.5	419	2	1
izwaganDa	AK-1.5	419	3	1
suganDi	AK-1.5	419	11	1
Amodin	AK-1.5	420	3	2
pUtiganDi	AK-1.5	421	1	1
durganDa	AK-1.5	421	5	3
visra	AK-1.5	422	4	1
AmaganDi	AK-1.5	422	1	1
Sukla	AK-1.5	423	24	1
SuBra	AK-1.5	423	15	1
Suci	AK-1.5	423	36	1
Sveta	AK-1.5	423	29	2
viSada	AK-1.5	423	9	1
Syeta	AK-1.5	423	2	1
pARqara	AK-1.5	423	8	3
avadAta	AK-1.5	423	4	2
sita	AK-1.5	423	15	4
gOra	AK-1.5	423	20	2
avalakza	AK-1.5	423	1	1
Davala	AK-1.5	423	12	3
arjuna	AK-1.5	423	19	2
hariRa	AK-1.5	424	11	1
pARqura	AK-1.5	424	6	2
pARqu	AK-1.5	424	14	2
IzatpARqu	AK-1.5	425	1	0
DUsara	AK-1.5	425	6	2
kfzRa	AK-1.5	426	49	2
nIla	AK-1.5	426	29	3
asita	AK-1.5	426	14	6
SyAma	AK-1.5	426	14	1
kAla	AK-1.5	426	39	5
SyAmala	AK-1.5	426	9	1
mecaka	AK-1.5	426	10	1
pIta	AK-1.5	427	12	4
gOra	AK-1.5	427	20	2
haridrABa	AK-1.5	427	3	1
pAlASa	AK-1.5	428	3	2
harita	AK-1.5	428	19	1
harit	AK-1.5	428	13	1
lohita	AK-1.5	429	28	1
rohita	AK-1.5	429	19	1
rakta	AK-1.5	429	20	1
SoRa	AK-1.5	430	12	2
kokanadacCavi	AK-1.5	430	2	0
avyaktarAga	AK-1.5	431	1	0
aruRa	AK-1.5	431	23	3
Svetarakta	AK-1.5	432	2	1
pAwala	AK-1.5	432	8	3
SyAva	AK-1.5	433	11	1
kapiSa	AK-1.5	433	7	1
DUmra	AK-1.5	434	13	2
DUmala	AK-1.5	434	3	2
kfzRalohita	AK-1.5	434	1	1
kaqAra	AK-1.5	435	3	2
kapila	AK-1.5	435	17	2
piNga	AK-1.5	435	9	2
piSaNga	AK-1.5	435	3	2
kadru	AK-1.5	435	3	2
piNgala	AK-1.5	435	24	2
citra	AK-1.5	436	38	2
kirmIra	AK-1.5	436	5	1
kalmAza	AK-1.5	436	12	2
