in_form	prefix_guess	dhatu	palsule_no	prefix	dhatu_check
abhyudgṛ		gṛ	796	abhyud	gṛ
abhyudi		i	112	abhyud	i
abhyudīkṣ		īkṣ	151	abhyud	īkṣ
abhyudīr		īr	159	abhyud	īr
abhyudīray		īray		abhyud	īray
abhyudyā		yā	2445	abhyud	yā
abhyudyam		yam	2441	abhyud	yam
abhyūh		ūh	216	abhy	ūh
abhyujjīv		ujjīv		abhy	ujjīv
abhyukṣ		ukṣ	173	abhy	ukṣ
abhyukṣay		ukṣay		abhy	ukṣay
abhyullas		ullas		abhy	ullas
abhyunnam		unnam		abhy	unnam
abhyupadiś		diç	1489	abhyupa	diç
abhyupagam		gam	709	abhyupa	gam
abhyupāgam		upāgam		abhy	upāgam
abhyupagamay		gamay		abhyupa	gamay
abhyupāhṛ		upāhṛ		abhy	upāhṛ
abhyupapad		pad	1761	abhyupa	pad
abhyupās		upās		abhy	upās
abhyupaśam		çam	3040	abhyupa	çam
abhyupasthā		sthā	3449	abhyupa	sthā
abhyupaviś		viç	2901	abhyupa	viç
abhyupayā		yā	2445	abhyupa	yā
abhyupe		upe		abhy	upe
abhyupekṣ		upekṣ		abhy	upekṣ
abhyutpat		utpat		abhy	utpat
abhyutsah		utsah		abhy	utsah
abhyutsmi		utsmi		abhy	utsmi
abhyutsṛj		utsṛj		abhy	utsṛj
abhyutthā		utthā		abhy	utthā
ābodhay		bodhay		ā	bodhay
ābrū		brū	2098	ā	brū
ācakṣ		cakṣ	908	ā	cakṣ
ācālay		cālay		ā	cālay
ācam		cam	930	ā	cam
ācāmay		cāmay		ā	cāmay
ācar		car	936	ā	car
ācchad		cchad		ā	cchad
ācchāday		cchāday		ā	cchāday
ācchanday		cchanday		ā	cchanday
ācchid		cchid		ā	cchid
acchīkṛ		cchīkṛ		a	cchīkṛ
āceṣṭ		ceṣṭ	1035	ā	ceṣṭ
āci		ci	958	ā	ci
ācintay		cintay		ā	cintay
ācoday		coday		ā	coday
ācumb		cumb	1009	ā	cumb
ācūṣ		cūṣ	1025	ā	cūṣ
ad		ad	48		ad
ādā		dā	1470	ā	dā
ādah		dah	1469	ā	dah
ādaṃś		daṃç	1434	ā	daṃç
ādarśay		darśay		ā	darśay
āday		day	1460	ā	day
ādeśay		deśay		ā	deśay
ādhā		dhā	1578	ā	dhā
ādham		dham	1575	ā	dham
ādhāray		dhāray		ā	dhāray
adharībhū		dharībhū		a	dharībhū
adharīkṛ		dharīkṛ		a	dharīkṛ
ādhārīkṛ		dhārīkṛ		ā	dhārīkṛ
ādharṣay		dharṣay		ā	dharṣay
āḍhaukay		ḍhaukay		ā	ḍhaukay
ādhāv		dhāv	1580	ā	dhāv
adhī		dhī	1588	a	dhī
adhibrū		brū	2098	adhi	brū
adhidhāv		dhāv	1580	adhi	dhāv
adhigam		gam	709	adhi	gam
adhigaṇay		gaṇay		adhi	gaṇay
adhijan		jan	1092	adhi	jan
adhikalpay		kalpay		adhi	kalpay
adhikībhū		kībhū		adhi	kībhū
adhikīkṛ		kīkṛ		adhi	kīkṛ
adhikṛ		kṛ	471	adhi	kṛ
ādhīkṛ		dhīkṛ		ā	dhīkṛ
adhikram		kram	525	adhi	kram
adhikṣip		kṣip	588	adhi	kṣip
adhimath		math	2233	adhi	math
adhimuc		muc	2319	adhi	muc
adhiropay		ropay		adhi	ropay
adhiruh		ruh	2611	adhi	ruh
adhīṣ		dhīṣ		a	dhīṣ
adhisaṃdhā		dhā	1578	adhisaṃ	dhā
adhisaṃviś		viç	2901	adhisaṃ	viç
adhiśāyay		śāyay		adhi	śāyay
adhiśī		çī	3094	adhi	çī
adhiśri		çri	3198	adhi	çri
adhisṛj		sṛj	3381	adhi	sṛj
adhiṣṭhā		ṣṭhā		adhi	ṣṭhā
adhiṣṭhāpay		ṣṭhāpay		adhi	ṣṭhāpay
adhivah		vah	2852	adhi	vah
adhivāhay		vāhay		adhi	vāhay
adhivarjay		varjay		adhi	varjay
adhivas		vas	2843	adhi	vas
adhivāsay		vāsay		adhi	vāsay
adhivid		vid	2885	adhi	vid
adhivikṣip		kṣip	588	adhivi	kṣip
adhivṛt		vṛt	2942	adhi	vṛt
adhivyadh		vyadh	2981	adhi	vyadh
adhivye		vye	2992	adhi	vye
ādhmāpay		dhmāpay		ā	dhmāpay
ādhṛ		dhṛ	1604	ā	dhṛ
ādhū		dhū	1596	ā	dhū
ādhyā		dhyā	1624	ā	dhyā
adhyābhū		bhū	2161	adhyā	bhū
adhyācar		car	936	adhyā	car
adhyāgam		gam	709	adhyā	gam
adhyāhṛ		hṛ	3635	adhyā	hṛ
adhyākram		kram	525	adhyā	kram
adhyāpay		pay	1769	adhyā	pay
adhyāropay		ropay		adhyā	ropay
adhyāruh		ruh	2611	adhyā	ruh
adhyas		as	97	adhy	as
adhyaś		aç	93	adhy	aç
adhyās		ās	110	adhy	ās
adhyāśri		çri	3198	adhyā	çri
adhyāsthā		sthā	3449	adhyā	sthā
adhyāvas		vas	2843	adhyā	vas
adhyavaso		so	3392	adhyava	so
adhyeṣay		eṣay		adhy	eṣay
ādih		dih	1490	ā	dih
ādīp		dīp	1497	ā	dīp
ādīpay		dīpay		ā	dīpay
ādiś		diç	1489	ā	diç
ādṛ		dṛ	1513	ā	dṛ
ādṛś		dṛç	1527	ā	dṛç
ādru		dru	1555	ā	dru
āgal		gal	722	ā	gal
āgam		gam	709	ā	gam
āgamay		gamay		ā	gamay
āgaskṛ		gaskṛ		ā	gaskṛ
āghāray		ghāray		ā	ghāray
āghātay		ghātay		ā	ghātay
āghaṭṭay		ghaṭṭay		ā	ghaṭṭay
āghoṣay		ghoṣay		ā	ghoṣay
āghrā		ghrā	902	ā	ghrā
āghrāpay		ghrāpay		ā	ghrāpay
āghūrṇ		ghūrṇ	888	ā	ghūrṇ
āgrah		grah	827	ā	grah
agrībhū		grībhū		a	grībhū
ah		ah	101		ah
ahaṃkṛ		haṃkṛ		a	haṃkṛ
āhan		han	3580	ā	han
āhāray		hāray		ā	hāray
āhlāday		hlāday		ā	hlāday
āhṛ		hṛ	3635	ā	hṛ
āhṛṣ		hṛṣ	3638	ā	hṛṣ
āhu		hu	3615	ā	hu
āhutīkṛ		hutīkṛ		ā	hutīkṛ
āhvā		hu	3615	āh	hu
āhvānay		hvānay		ā	hvānay
āhvāyay		hvāyay		ā	hvāyay
ājan		jan	1092	ā	jan
ajarīkṛ		jarīkṛ		a	jarīkṛ
ājīv		jīv	1140	ā	jīv
ājīvay		jīvay		ā	jīvay
ājñā		jñā	1177	ā	jñā
ājñapay		jñapay		ā	jñapay
ājñāpay		jñāpay		ā	jñāpay
ājvālay		jvālay		ā	jvālay
ākal		kal	338	ā	kal
ākalay		kalay		ā	kalay
ākalpay		kalpay		ā	kalpay
ākam		kam	321	ā	kam
ākampay		kampay		ā	kampay
ākāṅkṣ		kāṅkṣ		ā	kāṅkṣ
ākāray		kāray		ā	kāray
ākarṣay		karṣay		ā	karṣay
akhilīkṛ		khilīkṛ		a	khilīkṛ
ākhyā		khyā	691	ā	khyā
ākhyāpay		khyāpay		ā	khyāpay
ākleday		kleday		ā	kleday
āklid		klid	548	ā	klid
ākoṭay		koṭay		ā	koṭay
ākram		kram	525	ā	kram
ākramay		kramay		ā	kramay
ākrand		krand	521	ā	krand
ākranday		kranday		ā	kranday
ākrīḍ		krīḍ	528	ā	krīḍ
ākṛṣ		kṛṣ	486	ā	kṛṣ
ākrudh		krudh	536	ā	krudh
ākruś		kruç	538	ā	kruç
ākṣālay		kṣālay		ā	kṣālay
ākṣan		kṣan	572	ā	kṣan
ākṣāray		kṣāray		ā	kṣāray
ākṣepay		kṣepay		ā	kṣepay
ākṣip		kṣip	588	ā	kṣip
ākūj		kūj	457	ā	kūj
ākulībhū		kulībhū		ā	kulībhū
ākulīkṛ		kulīkṛ		ā	kulīkṛ
ākuñc		kuñc	401	ā	kuñc
ākuñcay		kuñcay		ā	kuñcay
ālabh		labh	2670	ā	labh
ālag		lag	2639	ā	lag
ālakṣay		lakṣay		ā	lakṣay
ālamb		lamb	2674	ā	lamb
ālambanībhū		lambanībhū		ā	lambanībhū
ālambay		lambay		ā	lambay
ālambhay		lambhay		ā	lambhay
alaṃkṛ		laṃkṛ		a	laṃkṛ
ālap		lap	2669	ā	lap
ālāpay		lāpay		ā	lāpay
alasībhū		lasībhū		a	lasībhū
alavaṇīkṛ		lavaṇīkṛ		a	lavaṇīkṛ
ālepay		lepay		ā	lepay
ālī		lī	2709	ā	lī
ālih		lih	2708	ā	lih
ālikh		likh	2698	ā	likh
āliṅg		liṅg	2701	ā	liṅg
āliṅgay		liṅgay		ā	liṅgay
ālip		lip	2704	ā	lip
ālocay		locay		ā	locay
āloḍay		loḍay		ā	loḍay
ālokay		lokay		ā	lokay
alpībhū		lpībhū		a	lpībhū
āluḍ		luḍ	2723	ā	luḍ
ālul		lul	2736	ā	lul
āluñc		luñc	2713	ā	luñc
ālup		lup	2731	ā	lup
amalīkṛ		malīkṛ		a	malīkṛ
āmanthay		manthay		ā	manthay
āmarday		marday		ā	marday
amarīkṛ		marīkṛ		a	marīkṛ
āmarṣay		marṣay		ā	marṣay
āmath		math	2233	ā	math
āmīlay		mīlay		ā	mīlay
āmlā		mlā	2420	ā	mlā
amlībhū		mlībhū		a	mlībhū
āmnā		mnā	2405	ā	mnā
āmoday		moday		ā	moday
āmṛd		mṛd	2385	ā	mṛd
āmreḍay		mreḍay		ā	mreḍay
āmṛś		mṛç	2389	ā	mṛç
amṛtībhū		mṛtībhū		a	mṛtībhū
amṛtīkṛ		mṛtīkṛ		a	mṛtīkṛ
āmuc		muc	2319	ā	muc
anādarībhū		darībhū		anā	darībhū
ānah		nah	1685	ā	nah
anaikāntikīkṛ		ikāntikīkṛ		ana	ikāntikīkṛ
ānam		nam	1672	ā	nam
ānamay		namay		ā	namay
ānāmay		nāmay		ā	nāmay
ānand		nand	1670	ā	nand
ānanday		nanday		ā	nanday
ānartay		nartay		ā	nartay
ānāyay		nāyay		ā	nāyay
añc		añc	27		añc
āñc		ñc		ā	ñc
añcay		ñcay		a	ñcay
āñch		āñch	105		āñch
andhamūṣīkṛ		dhamūṣīkṛ		an	dhamūṣīkṛ
andhībhū		dhībhū		an	dhībhū
andhīkṛ		dhīkṛ		an	dhīkṛ
aṅgīkṛ		ṅgīkṛ		a	ṅgīkṛ
ānī		nī	1708	ā	nī
añj		añj	30		añj
āñj		īñj	155		īñj
añjay		ñjay		a	ñjay
aṅkay		ṅkay		a	ṅkay
anṛṇībhū		ṛṇībhū		an	ṛṇībhū
ānṛt		nṛt	1723	ā	nṛt
antaḥkṛ		taḥkṛ		an	taḥkṛ
antarbhā		tarbhā		an	tarbhā
antarbhū		tarbhū		an	tarbhū
antardhā		tardhā		an	tardhā
antardhāray		tardhāray		an	tardhāray
antargā		targā		an	targā
antargam		targam		an	targam
antari		tari		an	tari
antarīkṛ		tarīkṛ		an	tarīkṛ
antarmukhībhū		tarmukhībhū		an	tarmukhībhū
anubandh		bandh	2005	anu	bandh
anubhā		bhā	2132	anu	bhā
anubhaj		bhaj	2105	anu	bhaj
anubhāṣ		bhāṣ	2138	anu	bhāṣ
anubhāṣay		bhāṣay		anu	bhāṣay
anubhāvay		bhāvay		anu	bhāvay
anubhikṣ		bhikṣ	2140	anu	bhikṣ
anubhram		bhram	2183	anu	bhram
anubhrāmay		bhrāmay		anu	bhrāmay
anubhū		bhū	2161	anu	bhū
anubhuj		bhuj	2155	anu	bhuj
anubodhay		bodhay		anu	bodhay
anubrū		brū	2098	anu	brū
anubudh		budh	2062	anu	budh
anubūm		būm		anu	būm
anucakṣ		cakṣ	908	anu	cakṣ
anucar		car	936	anu	car
anucāray		cāray		anu	cāray
anūccāray		ūccāray		an	ūccāray
anucchid		cchid		anu	cchid
anucintay		cintay		anu	cintay
anucoday		coday		anu	coday
anudah		dah	1469	anu	dah
anudāpay		dāpay		anu	dāpay
anudarśay		darśay		anu	darśay
anudhāv		dhāv	1580	anu	dhāv
anudhyā		dhyā	1624	anu	dhyā
anūdi		ūdi		an	ūdi
anudiś		diç	1489	anu	diç
anudṛ		dṛ	1513	anu	dṛ
anudṛś		dṛç	1527	anu	dṛç
anudru		dru	1555	anu	dru
anuduṣ		duṣ	1508	anu	duṣ
anugāh		gāh	739	anu	gāh
anugam		gam	709	anu	gam
anugarj		garj	712	anu	garj
anugrah		grah	827	anu	grah
anugṛdh		gṛdh	803	anu	gṛdh
anugup		gup	771	anu	gup
anuhan		han	3580	anu	han
anuhṛ		hṛ	3635	anu	hṛ
anuhuṃkṛ		huṃkṛ		anu	huṃkṛ
anujāgṛ		jāgṛ	1123	anu	jāgṛ
anujan		jan	1092	anu	jan
anujīv		jīv	1140	anu	jīv
anujñā		jñā	1177	anu	jñā
anujñāpay		jñāpay		anu	jñāpay
anukalpay		kalpay		anu	kalpay
anukamp		kamp	322	anu	kamp
anukampay		kampay		anu	kampay
anukāṅkṣ		kāṅkṣ		anu	kāṅkṣ
anukāray		kāray		anu	kāray
anukarśay		karśay		anu	karśay
anukīrtay		kīrtay		anu	kīrtay
aṇūkṛ		ṇūkṛ		a	ṇūkṛ
anukram		kram	525	anu	kram
anukrīḍ		krīḍ	528	anu	krīḍ
anukṛṣ		kṛṣ	486	anu	kṛṣ
anukṛt		kṛt	478	anu	kṛt
anukṣam		kṣam	576	anu	kṣam
anukṣi		kṣi	582	anu	kṣi
anukūj		kūj	457	anu	kūj
anulepay		lepay		anu	lepay
anulī		lī	2709	anu	lī
anulih		lih	2708	anu	lih
anulip		lip	2704	anu	lip
anumā		mā	2270	anu	mā
anumajj		majj	2214	anu	majj
anuman		man	2236	anu	man
anumānay		mānay		anu	mānay
anumāpay		māpay		anu	māpay
anumārjay		mārjay		anu	mārjay
anumi		mi	2281	anu	mi
anumīlay		mīlay		anu	mīlay
anumoday		moday		anu	moday
anumṛ		mṛ	2369	anu	mṛ
anumṛj		mṛj	2379	anu	mṛj
anumṛś		mṛç	2389	anu	mṛç
anumud		mud	2341	anu	mud
anumuh		muh	2358	anu	muh
anunāday		nāday		anu	nāday
anunāmay		nāmay		anu	nāmay
anunand		nand	1670	anu	nand
anunī		nī	1708	anu	nī
anuniśam		çam	3040	anuni	çam
anuniśāmay		śāmay		anuni	śāmay
anuniviś		viç	2901	anuni	viç
anupā		pā	1797	anu	pā
anupad		pad	1761	anu	pad
anupālay		pālay		anu	pālay
anuparī		parī		anu	parī
anuparikram		kram	525	anupari	kram
anuparikrāmay		krāmay		anupari	krāmay
anupariyā		yā	2445	anupari	yā
anuparyukṣ		ukṣ	173	anupary	ukṣ
anupaś		paç	1787	anu	paç
anupat		pat	1756	anu	pat
anupātay		pātay		anu	pātay
anupaṭh		paṭh	1747	anu	paṭh
anupāyay		pāyay		anu	pāyay
anupīḍay		pīḍay		anu	pīḍay
anuplu		plu	1973	anu	plu
anuprabhū		bhū	2161	anupra	bhū
anuprach		prach	1948	anu	prach
anupradā		dā	1470	anupra	dā
anupradarśay		darśay		anupra	darśay
anupradhāv		dhāv	1580	anupra	dhāv
anuprahi		hi	3596	anupra	hi
anuprahṛ		hṛ	3635	anupra	hṛ
anupramad		mad	2234	anupra	mad
anupraṇam		ṇam		anupra	ṇam
anuprāp		p		anuprā	p
anuprapad		pad	1761	anupra	pad
anuprasad		sad	3286	anupra	sad
anupraśaṃs		çaṃs	3013	anupra	çaṃs
anuprasthā		sthā	3449	anupra	sthā
anuprastṛ		stṛ	3432	anupra	stṛ
anupratipad		pad	1761	anuprati	pad
anupravac		vac	2774	anupra	vac
anupraveśay		veśay		anupra	veśay
anupraviś		viç	2901	anupra	viç
anupravraj		vraj	2993	anupra	vraj
anupravṛdh		vṛdh	2946	anupra	vṛdh
anupravṛt		vṛt	2942	anupra	vṛt
anuprayā		yā	2445	anupra	yā
anuprayam		yam	2441	anupra	yam
anuprayuj		yuj	2455	anupra	yuj
anupṛc		pṛc	1910	anu	pṛc
anuprekṣ		prekṣ		anu	prekṣ
anupūjay		pūjay		anu	pūjay
anupūray		pūray		anu	pūray
anurakṣ		rakṣ	2477	anu	rakṣ
anuram		ram	2511	anu	ram
anurañj		rañj	2492	anu	rañj
anurañjay		rañjay		anu	rañjay
anurocay		rocay		anu	rocay
anurud		rud	2599	anu	rud
anurudh		rudh	2600	anu	rudh
anuruh		ruh	2611	anu	ruh
anusādhay		sādhay		anu	sādhay
anusah		sah	3311	anu	sah
anusamāhṛ		hṛ	3635	anusamā	hṛ
anusaṃbandh		bandh	2005	anusaṃ	bandh
anusaṃcar		car	936	anusaṃ	car
anusaṃcāray		cāray		anusaṃ	cāray
anusaṃci		ci	958	anusaṃ	ci
anusaṃcintay		cintay		anusaṃ	cintay
anusaṃdhā		dhā	1578	anusaṃ	dhā
anusaṃdih		dih	1490	anusaṃ	dih
anusaṃdṛś		dṛç	1527	anusaṃ	dṛç
anusaṃgrah		grah	827	anusaṃ	grah
anusaṃjvar		jvar	1187	anusaṃ	jvar
anusaṃkram		kram	525	anusaṃ	kram
anusamman		man	2236	anusam	man
anusaṃpiṣ		piṣ	1839	anusaṃ	piṣ
anusamprāp		p		anusamprā	p
anusaṃsādhay		sādhay		anusaṃ	sādhay
anusaṃsmṛ		smṛ	3517	anusaṃ	smṛ
anusaṃsṛ		sṛ	3376	anusaṃ	sṛ
anusaṃsṛj		sṛj	3381	anusaṃ	sṛj
anusaṃsthā		sthā	3449	anusaṃ	sthā
anusaṃtan		tan	1280	anusaṃ	tan
anusaṃveday		veday		anusaṃ	veday
anusaṃvṛ		vṛ	2927	anusaṃ	vṛ
anusaṃvraj		vraj	2993	anusaṃ	vraj
anusaṃyā		yā	2445	anusaṃ	yā
anuṣañj		ṣañj		anu	ṣañj
anuṣañjay		ṣañjay		anu	ṣañjay
anusāray		sāray		anu	sāray
anuśās		çās	3072	anu	çās
anusecay		secay		anu	secay
anusev		sev	3390	anu	sev
anuśī		çī	3094	anu	çī
anuṣic		ṣic		anu	ṣic
anusidh		sidh	3336	anu	sidh
anuśikṣ		çikṣ	3077	anu	çikṣ
anuśiṣ		çiṣ	3090	anu	çiṣ
anusīv		sīv	3348	anu	sīv
anusmṛ		smṛ	3517	anu	smṛ
anuspṛś		spṛç	3477	anu	spṛç
anusṛ		sṛ	3376	anu	sṛ
anuśrāvay		śrāvay		anu	śrāvay
anuśri		çri	3198	anu	çri
anusṛj		sṛj	3381	anu	sṛj
anusṛp		sṛp	3384	anu	sṛp
anuśru		çru	3205	anu	çru
anuṣṭan		ṣṭan		anu	ṣṭan
anuṣṭhā		ṣṭhā		anu	ṣṭhā
anuṣṭhāpay		ṣṭhāpay		anu	ṣṭhāpay
anuśuc		çuc	3107	anu	çuc
anutap		tap	1287	anu	tap
anutāpay		tāpay		anu	tāpay
anūtpat		ūtpat		an	ūtpat
anutṛp		tṛp	1383	anu	tṛp
anutṛṣ		tṛṣ	1387	anu	tṛṣ
anūtthā		ūtthā		an	ūtthā
anutuṣ		tuṣ	1361	anu	tuṣ
anuvā		vā	2853	anu	vā
anuvac		vac	2774	anu	vac
anuvad		vad	2795	anu	vad
anuvāday		vāday		anu	vāday
anuvāhay		vāhay		anu	vāhay
anuval		val	2823	anu	val
anuvāray		vāray		anu	vāray
anuvartay		vartay		anu	vartay
anuvas		vas	2843	anu	vas
anuveṣṭay		veṣṭay		anu	veṣṭay
anuvibhaj		bhaj	2105	anuvi	bhaj
anuvicar		car	936	anuvi	car
anuvicintay		cintay		anuvi	cintay
anuvidhā		dhā	1578	anuvi	dhā
anuvihan		han	3580	anuvi	han
anuvīj		vīj		anu	vīj
anuvikas		kas	357	anuvi	kas
anuvīkṣ		vīkṣ		anu	vīkṣ
anuvimṛś		mṛç	2389	anuvi	mṛç
anuvināday		nāday		anuvi	nāday
anuviś		viç	2901	anu	viç
anuviṣad		ṣad		anuvi	ṣad
anuvisṛp		sṛp	3384	anuvi	sṛp
anuvṛ		vṛ	2927	anu	vṛ
anuvraj		vraj	2993	anu	vraj
anuvṛdh		vṛdh	2946	anu	vṛdh
anuvṛt		vṛt	2942	anu	vṛt
anuvyadh		vyadh	2981	anu	vyadh
anuvyāhṛ		hṛ	3635	anuvyā	hṛ
anuvyākhyā		khyā	691	anuvyā	khyā
anuvyavahṛ		hṛ	3635	anuvyava	hṛ
anuvyavaso		so	3392	anuvyava	so
anuyā		yā	2445	anu	yā
anuyāc		yāc	2446	anu	yāc
anuyaj		yaj	2435	anu	yaj
anuyodhay		yodhay		anu	yodhay
anuyudh		yudh	2460	anu	yudh
anuyuj		yuj	2455	anu	yuj
anvabhiṣic		ṣic		anvabhi	ṣic
anvādhā		dhā	1578	anvā	dhā
anvadhisthā		sthā	3449	anvadhi	sthā
anvādiś		diç	1489	anvā	diç
anvādru		dru	1555	anvā	dru
anvāgā		gā	731	anvā	gā
anvāgam		gam	709	anvā	gam
anvah		ah	101	anv	ah
anvāhṛ		hṛ	3635	anvā	hṛ
anvākhyā		khyā	691	anvā	khyā
anvākram		kram	525	anvā	kram
anvālabh		labh	2670	anvā	labh
anvānī		nī	1708	anvā	nī
anvārabh		rabh	2510	anvā	rabh
anvāruh		ruh	2611	anvā	ruh
anvās		ās	110	anv	ās
anvāśri		çri	3198	anvā	çri
anvāsthā		sthā	3449	anvā	sthā
anvavakṛ		kṛ	471	anvava	kṛ
anvavaruh		ruh	2611	anvava	ruh
anvavasā		sā	3313	anvava	sā
anvave		ve	2956	anva	ve
anvavekṣ		vekṣ		anva	vekṣ
anvavekṣay		vekṣay		anva	vekṣay
anvāviś		viç	2901	anvā	viç
anvāyat		yat	2436	anvā	yat
anve		e	252	anv	e
anveṣay		eṣay		anv	eṣay
anvi		i	112	anv	i
anvīkṣ		īkṣ	151	anv	īkṣ
anviṣ		iṣ	145	anv	iṣ
āp		āp	107		āp
āp�		p�		ā	p�
āpā		pā	1797	ā	pā
apabādh		bādh	2037	apa	bādh
apabhāṣ		bhāṣ	2138	apa	bhāṣ
apacar		car	936	apa	car
apacyu		cyu	1037	apa	cyu
āpad		pad	1761	ā	pad
apādā		dā	1470	apā	dā
āpāday		pāday		ā	pāday
apadhāv		dhāv	1580	apa	dhāv
apadhvaṃs		dhvaṃs	1644	apa	dhvaṃs
apadhyā		dhyā	1624	apa	dhyā
apadiś		diç	1489	apa	diç
apadru		dru	1555	apa	dru
apagā		gā	731	apa	gā
apagam		gam	709	apa	gam
apagamay		gamay		apa	gamay
apagrah		grah	827	apa	grah
apahā		hā	3593	apa	hā
apāhā		hā	3593	apā	hā
apahan		han	3580	apa	han
apahāray		hāray		apa	hāray
apahas		has	3591	apa	has
apahāsay		hāsay		apa	hāsay
apahnu		hnu	3659	apa	hnu
apahṛ		hṛ	3635	apa	hṛ
apāhṛ		hṛ	3635	apā	hṛ
apahu		hu	3615	apa	hu
apaji		ji	1125	apa	ji
apakarṣay		karṣay		apa	karṣay
apakṛ		kṛ	471	apa	kṛ
apakram		kram	525	apa	kram
apākram		kram	525	apā	kram
apakramay		kramay		apa	kramay
apakṛṣ		kṛṣ	486	apa	kṛṣ
apākṛṣ		kṛṣ	486	apā	kṛṣ
apakṣi		kṣi	582	apa	kṣi
apakṣip		kṣip	588	apa	kṣip
apalāpay		lāpay		apa	lāpay
apamānay		mānay		apa	mānay
apāmārjay		mārjay		apā	mārjay
apamṛd		mṛd	2385	apa	mṛd
apamṛj		mṛj	2379	apa	mṛj
apān		n		apā	n
apanah		nah	1685	apa	nah
āpāṇḍurībhū		pāṇḍurībhū		ā	pāṇḍurībhū
apanī		nī	1708	apa	nī
apānī		nī	1708	apā	nī
apanud		nud	1719	apa	nud
apānud		nud	1719	apā	nud
apapothay		pothay		apa	pothay
apaprasū		sū	3364	apapra	sū
aparādh		rādh	2537	apa	rādh
āpāray		pāray		ā	pāray
aparudh		rudh	2600	apa	rudh
apās		s		apā	s
apasaṃhṛ		hṛ	3635	apasaṃ	hṛ
apasāray		sāray		apa	sāray
apasarpay		rpay		apasa	rpay
apasidh		sidh	3336	apa	sidh
apasmṛ		smṛ	3517	apa	smṛ
apasṛ		sṛ	3376	apa	sṛ
apāsṛ		sṛ	3376	apā	sṛ
apāśri		çri	3198	apā	çri
apasṛp		sṛp	3384	apa	sṛp
āpat		pat	1756	ā	pat
apatarpay		tarpay		apa	tarpay
āpātay		pātay		ā	pātay
āpāṭay		pāṭay		ā	pāṭay
apatrap		trap	1404	apa	trap
apatras		tras	1405	apa	tras
apavad		vad	2795	apa	vad
apavāday		vāday		apa	vāday
apavadh		vadh	2797	apa	vadh
apavah		vah	2852	apa	vah
apavāhay		vāhay		apa	vāhay
apavāray		vāray		apa	vāray
apavarjay		varjay		apa	varjay
apavartay		vartay		apa	vartay
apāvartay		vartay		apā	vartay
apavid		vid	2885	apa	vid
apāvṛ		vṛ	2927	apā	vṛ
apavṛj		vṛj	2934	apa	vṛj
apavṛt		vṛt	2942	apa	vṛt
apāvṛt		vṛt	2942	apā	vṛt
apavyadh		vyadh	2981	apa	vyadh
āpay		pay	1769	ā	pay
apayā		yā	2445	apa	yā
ape		pi	1807	a	pi
apekṣ		pekṣ		a	pekṣ
apekṣay		pekṣay		a	pekṣay
apī		pī	1841	a	pī
āpīḍay		pīḍay		ā	pīḍay
apidhā		dhā	1578	api	dhā
apigrah		grah	827	api	grah
apinah		nah	1685	api	nah
apinī		nī	1708	api	nī
āplāvay		plāvay		ā	plāvay
āplu		plu	1973	ā	plu
āpluṣ		pluṣ	1974	ā	pluṣ
apoh		poh		a	poh
āpothay		pothay		ā	pothay
āpṛ		pṛ	1905	ā	pṛ
āpracch		cch		āpra	cch
āprayam		yam	2441	āpra	yam
āprī		prī	1953	ā	prī
āpūjay		pūjay		ā	pūjay
āpūray		pūray		ā	pūray
āpyā		pyā	1940	ā	pyā
āpyāyay		pyāyay		ā	pyāyay
ārabh		rabh	2510	ā	rabh
āracay		racay		ā	racay
ārādhay		rādhay		ā	rādhay
āram		ram	2511	ā	ram
ārambhay		rambhay		ā	rambhay
ārañj		rañj	2492	ā	rañj
āraṭ		raṭ	2493	ā	raṭ
arc		arc	74		arc
arcay		rcay		a	rcay
arday		rday		a	rday
ardhay		rdhay		a	rdhay
ārdrīkṛ		rdrīkṛ		ā	rdrīkṛ
arh		arh	84		arh
arhay		rhay		a	rhay
arjay		rjay		a	rjay
ārodhay		rodhay		ā	rodhay
ārohay		rohay		ā	rohay
āropay		ropay		ā	ropay
arpay		rpay		a	rpay
ārudh		rudh	2600	ā	rudh
āruh		ruh	2611	ā	ruh
āruj		ruj	2583	ā	ruj
ās		ās	110		ās
āś		īç	166		īç
āsad		sad	3286	ā	sad
āsāday		sāday		ā	sāday
āśaṃs		çaṃs	3013	ā	çaṃs
āsanīkṛ		nīkṛ		āsa	nīkṛ
āsañj		sañj	3277	ā	sañj
āsañjay		ñjay		āsa	ñjay
āśaṅk		çaṅk	3019	ā	çaṅk
āśās		çās	3072	ā	çās
asatkṛ		tkṛ		asa	tkṛ
āsay		say	3299	ā	say
āśay		çi	3075	āś	çi
āścotay		ścotay		ā	ścotay
āsecay		secay		ā	secay
āsedhay		sedhay		ā	sedhay
āsev		sev	3390	ā	sev
āsevay		sevay		ā	sevay
āśī		çī	3094	ā	çī
āsic		sic	3333	ā	sic
āsidh		sidh	3336	ā	sidh
āsiñj		siñj	3334	ā	siñj
āśliṣ		çliṣ	3221	ā	çliṣ
āśodhay		śodhay		ā	śodhay
āspand		spand	3466	ā	spand
āsphālay		sphālay		ā	sphālay
āsphoṭay		sphoṭay		ā	sphoṭay
āspṛś		spṛç	3477	ā	spṛç
āśṛ		çṛ	3145	ā	çṛ
āsrāvay		srāvay		ā	srāvay
āśrāvay		śrāvay		ā	śrāvay
āśri		çri	3198	ā	çri
